,Datum,Profil,Text,Anzahl Likes,Anzahl Kommentare,"Reaktionen, Kommentare & Shares",Post-Interaktionsrate,Profil-ID,Beitrag-ID,Link,Partei,Gruppe,identifier,sentiment,politikfeld,emotion,Organische Impressionen/Aufrufe der Posts,Engagement
15,"15.02.25, 15:42",Jakob Springfeld,"Gerhart Baum hat sich sein Leben lang für eine wehrhafte Demokratie stark gemacht. Heute ist er von uns gegangen. Er wird fehlen als einer der wenigen, der die existenzielle Demokratiekrise als das benannt hat, was sie ist. Als ein entschiedener Menschenrechtsverteidiger. Als einer, der sich auch in hohem Alter mit den Belangen junger Leute authentisch auseinandergesetzt hat. Wie sehr würde ich mir seine Klarheit von anderen Politiker*innen wünschen: „Ich habe die alten Nazis erlebt. Diese Typen sind wieder da“ Es ist an uns sie zu stoppen und seine Mission fortzuführen! Durch die theodor_heuss_stiftung hatte ich das Privileg ihn zu treffen. Ruhe in Frieden und viel Kraft den Angehörigen!🕯️",,"10,0","10,0","6,033182503770739E-4",1767437403,18037653062436954,https://www.instagram.com/p/DGGOLu_MMEa/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18037653062436954-1767437403,negative,gesellschaft,sadness,,
16,"15.02.25, 14:09",Lilly Blaudszun,"Der Tod von Gerhart Baum macht mich traurig. Wir haben uns im Mai 2024 bei einem gemeinsamen Spiegel-Gespräch über unsere Demokratie kennengelernt, dort sind auch die Fotos entstanden. Zum Abschied hat er mir aufgetragen, mich trotz aller frustrierenden Umstände weiter für unsere liberale Demokratie einzusetzen. Das werde ich tun. Seine Stimme wird uns fehlen. Ruhe in Frieden, Gerhart Baum. Meine Gedanken sind bei allen, die ihn gern hatten. 🖤",,"22,0","22,0","4,8396321879537154E-4",1949538354,17872129023201812,https://www.instagram.com/p/DGGDiUqN5hZ/,SPD,Konkurrenz Pers,17872129023201812-1949538354,negative,gesellschaft,sadness,,
17,"15.02.25, 13:33",DANIELA SEPEHRI,"Die Proteste an der Uni Teheran nach der Ermordung eines Studenten gehen weiter. Sicherheitskräfte gehen brutal gegen die Protestierenden vor. 

#Iran #IranProtests","1020,0","14,0","1034,0","0,019930224937838515",6064267606,18037578692166834,https://www.instagram.com/reel/DGF_WIBIZVD/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18037578692166834-6064267606,negative,außenpolitik,anger,,
18,"15.02.25, 12:49",Luisa Neubauer,Das Prinzip Merz. 🚩 #Bundestagswahl,"27544,0","1005,0","28549,0","0,04827791465924407",265400016,18047091326195684,https://www.instagram.com/reel/DGF5lYwNSHK/,Die Grünen,Konkurrenz Pers,18047091326195684-265400016,neutral,events und aktionen,neutral,,
19,"15.02.25, 11:16",DANIELA SEPEHRI,"41.406 rechtsextreme Straftaten, darunter 1443 Gewalttaten, im Jahr 2024. Ein Rekordhoch. Wo sind die x-Punkte-Pläne? Wo sind die Talk Shows? Wo sind die Debatten zu Gewaltkultur in Deutschland?

Rechtsextremismus ist die größte die Gefahr in Deutschland. Das Thema müsste in allen Schlagzeilen sein und in jeder Debatte thematisiert werden. Aber das ist halt mehrheitlich keine migrantischen Straftäter, das ist dann nicht so interessant für unsere rassistische Gesellschaft. All diejenigen, die bei (mutmaßlich) islamistischen Anschlägen - zurecht - aufschreien, aber hier weniger laut sind, beweisen: Ihnen geht es nicht um die Opfer, ihnen geht es um ihre eigene rassistische Agenda. Sie sind Teil des Problems, das Rechtsextremismus unsichtbar macht bzw. verharmlost.

Die Zahlen können sich durch Nachmeldungen noch erhöhen. Wir erfahren davon durch eine Anfrage der Abgeordneten petra.pau.direkt (dielinke ). Das zeigt erneut, wie wichtig es ist, dass Die Linke nach dem 23. Februar wieder im Bundestag ist. Wir brauchen eine Partei links der sogenannten “Mitte”, die solche Missstände durch Anfragen aufdeckt und der Bevölkerung zugänglich macht.

#rechtsextremismus","3035,0","27,0","3062,0","0,059019679651510185",6064267606,18012124346693581,https://www.instagram.com/p/DGFvvvHISPt/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18012124346693581-6064267606,negative,sicherheit,anger,,
20,"15.02.25, 10:06",Moritz Körner,Es geht bei dieser Bundestagswahl nicht um Merz oder Scholz. Es geht um Stillstand oder Fortschritt. Deshalb am 24.02 mit beiden Stimmen für die FDP!  #fdp #btw2025,"282,0","21,0","303,0","0,02879133409350057",1286530533,17943861758824677,https://www.instagram.com/reel/DGFniKet5xy/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,17943861758824677-1286530533,positive,events und aktionen,neutral,,
21,"15.02.25, 10:04",Ricarda Lang,"Was haben „die Damen“ so zu @merzcdu zu sagen? Unter anderem, dass wir gerne politisch ernst genommen und nicht als eine Horde schmachtender Teenager dargestellt werden 😉","36688,0","1066,0","37754,0","0,2969225566452486",1999401021,18037688864524218,https://www.instagram.com/reel/DGFlEyzt7LJ/,Die Grünen,Konkurrenz Pers,18037688864524218-1999401021,neutral,gesellschaft,neutral,,
22,"15.02.25, 10:02",EU&U,"Quick recap of the content creators seminar 📸 on European security and defence 🪖

Featuring a photobomb kindly provided by mateuszemsi 👀

This week, EU&U members were amongst the 17 creators invited by the europeanparliament to the plenary in Strasbourg to
➡️Learn more about how the European Parliament works;
➡️Meet MEPs from the new Security and Defence Committee;
➡️Make legislation on security more accessible for young citizens. 

Do you have any curiosities about European security and defence? Let us know what you would like us to explain! 💬","195,0","1,0","196,0","0,006809338521400778",9073998604,18051004997330959,https://www.instagram.com/reel/DGFmVZ4oxOf/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18051004997330959-9073998604,positive,europa,neutral,,
23,"15.02.25, 09:31",Rasmus Andresen,"Im EU-Parlament wird in den Ausschüssen immer stärker darauf geachtet, dass Klimapolitik auch soziale Gerechtigkeit mitdenkt. Doch wie sichtbar sind die Perspektiven von Frauen und marginalisierten Gruppen wirklich? Und welche Rolle spielt Gender Budgeting in den Entscheidungen? In der aktuellen Podcast-Folge sprechen wir mit Katharina Wiese (EEB) über versteckte Ungerechtigkeiten und feministische Klimapolitik. Jetzt reinhören! Die neue Episode von “Money Matters – Zukunftsfähige Finanzpolitik” in der Bio!","15,0","0,0","15,0","0,002027027027027027",673175152,18068050357876506,https://www.instagram.com/reel/DGFjn4aNjFn/,Die Grünen,Konkurrenz Pers,18068050357876506-673175152,neutral,klimaschutz,neutral,,
24,"15.02.25, 09:30",News-WG by BR24,"Werdet ihr strategisch wählen? Wenn ja: Warum? Wenn nein: Warum nicht? 
 
Hier, wie versprochen, etwas Kontext zur Erststimme:  
Mit der wählt ihr eine:n Direktkandidat:in aus eurem Wahlkreis. Bei bisherigen Bundestagswahlen sind diejenigen, die ihren Wahlkreis gewonnen haben, automatisch in den Bundestag eingezogen. Seit der Wahlrechtsreform 2023 ist das nicht mehr so: Wie viele Kandidat:innen einer Partei in den Bundestag einziehen, bemisst sich jetzt nur noch an der Zweitstimme. Gewinnt eine Partei über die Erststimme mehr Wahlkreise als ihr über die Zweitstimme zustehen, dann können einige Direktkandidat:innen leer ausgehen. Das kann in manchen Orten dazu führen, dass kein:e einzige:r Verteter:in aus diesem Wahlkreis in den Bundestag einzieht – der Wahlkreis wäre dann “verwaist”. Dagegen hatten einige Parteien und Verbände geklagt – vor allem die CSU hat sich beschwert. Das Bundesverfassungsgericht urteilte aber, dass die neue Regelung mit dem Grundgesetz vereinbar sei. Wahlkreisabgeordnete seien nicht „Delegierte ihres Wahlkreises“, sondern Vertreter:innen des ganzen Volkes.  
 
Wegen der Wahlrechtsreform ist die Zweitstimme im Vergleich zur Erststimme jetzt noch wichtiger geworden. Mit der Erststimme könnt ihr aber immer noch Einfluss darauf nehmen, welche Politiker:innen einer Partei in den Bundestag einziehen. Und sie kann eine entscheidende Rolle spielen für Parteien, die an der 5%-Hürde scheitern. Welche:r Kandidat:in die besten Chancen hat, euren Wahlkreis zu gewinnen? Dazu findet ihr Hochrechnungen z. B. auf Yougov.de (-> Bundestagswahl 2025) oder auf Zweitstimme.org (-> Erststimme). 
 
Liebe Grüße  
euer Max 
 
Unsere Quellen für dieses Video:  
Tagesschau.de (28.01.25): Was sich mit dem neuen Wahlrecht ändert 
Tagesspiegel (04.02.25): Lohnt sich taktisches Wählen noch?: So wirkt sich die Wahlrechtsreform auf Ihre Stimmen aus 
SueddeutscheZeitung.de: Was man beim Wählen beachten sollte","3304,0","37,0","3341,0","0,01867847419060877",6928558239,18291958708171206,https://www.instagram.com/reel/DGFjkQGoBZj/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18291958708171206-6928558239,neutral,staatliche finanzen,neutral,,
25,"15.02.25, 08:20",DANIELA SEPEHRI,Ich muss dieses Germany sein. Ich brauche auch twotausendzwelf coffee,"1260,0","128,0","1388,0","0,026753532121585936",6064267606,18057448040092548,https://www.instagram.com/reel/DGFbpC6swUJ/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18057448040092548-6064267606,neutral,sonstiges,neutral,,
26,"15.02.25, 08:13",lilli fischer,Happy Place. ❤️,"200,0","1,0","201,0","0,04601648351648352",318209532,17955527195866356,https://www.instagram.com/p/DGFa0uEIL1_/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,17955527195866356-318209532,positive,sonstiges,joy,,
27,"14.02.25, 22:25",DANIELA SEPEHRI,"In Iran sind Proteste an der Universität Teheran ausgebrochen, nachdem ein junger BWL-Student auf dem Campus ermordet wurde. Sicherheitskräfte gehen brutal gegen die Protestierenden vor, mindestens zwei Studenten wurden dabei festgenommen. 

Es gab in der Vergangenheit immer wieder Massaker gegen Studierende, die protestieren, zB bei dem blutigen Massaker von 1999 oder kürzlich bei den “Frau, Leben, Freiheit”-Protesten, als Studierende der Sharif Universität eingekesselt und abgeschlachtet wurden. 

Diese Verbrechen passieren, wenn niemand hinschaut. Lasst nicht zu, dass unserer Jugend etwas passiert. ALL EYES ON TEHRAN!

#Iran #IranProtests","917,0","13,0","930,0","0,017979700338327693",6064267606,18111104641457277,https://www.instagram.com/p/DGEXiQjutW-/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18111104641457277-6064267606,negative,sicherheit,anger,,
28,"14.02.25, 22:17",DANIELA SEPEHRI,"Proteste an der Universität Teheran
'Revolutionsgarde, ihr seid unsere Mörder'

ALL EYES ON TEHRAN

#Iran #IranProtests","1062,0","17,0","1079,0","0,02086031899468342",6064267606,18116931922433461,https://www.instagram.com/reel/DGEWhMHO812/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18116931922433461-6064267606,negative,außenpolitik,anger,,
29,"14.02.25, 22:05",DANIELA SEPEHRI,"Nach der Ermordung eines Studenten auf dem Campus, protestieren Studierende der Universität Teheran. Sicherheitskräfte gehen brutal gegen sie vor, mindestens 2 Studenten wurden festgenommen.

ALL EYES ON TEHRAN!

#Iran #iranprotests","1341,0","19,0","1360,0","0,02629289511841469",6064267606,18135080731384777,https://www.instagram.com/reel/DGEVIMROFtc/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18135080731384777-6064267606,negative,sicherheit,anger,,
30,"14.02.25, 21:19",Philipp Amthor MdB,"#Maischberger: Anstatt sich vom Extremismus abzugrenzen, radikalisiert sich die AfD immer weiter. Ich frage mich ganz offen: Wo sind da einige falsch abgebogen, die sich selbst für bürgerlich und konservativ halten, jetzt aber keinen Anstoß daran nehmen, gemeinsam mit Höcke & Co. Politik zu machen? Danke für Eure zahlreichen positiven Rückmeldungen zur geführten Debatte! | #CDU cdu cdu_mv","1696,0","139,0","1835,0","0,015522564818339466",5370294456,17921647695023382,https://www.instagram.com/reel/DGEPed6IUMD/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,17921647695023382-5370294456,negative,gesellschaft,disgust,,
31,"14.02.25, 20:30",Heidi Reichinnek,"Wahlkampf - last call! 

Eine Woche noch, Zeit für Brandenburg, Berlin und Sachsen! 

Wie immer gilt - ihr seid herzlich Willkommen, wir freuen uns auf euch. ❤️","24227,0","357,0","24584,0","0,06807388885658351",7095896367,17941921376835107,https://www.instagram.com/p/DGEKV0tMNpt/,Die Linke,Konkurrenz Pers,17941921376835107-7095896367,positive,events und aktionen,joy,,
32,"14.02.25, 20:04",Terry Reintke,"KLIMASTREIK 💚✨💪

Heute gehen wieder Tausende Menschen für das Klima auf die Straße.

Damit setzen sie ein kraftvolles Zeichen:

Wer jetzt nicht handelt, zerstört unsere Zukunft auf diesem Planeten.

Klimaschutz ist Menschenschutz.

📸 fridaysforfuture","215,0","4,0","219,0","0,00683499266564714",2039691782,17959825370882893,https://www.instagram.com/p/DGEHV1PNqSL/,Die Grünen,Konkurrenz Pers,17959825370882893-2039691782,positive,klimaschutz,joy,,
33,"14.02.25, 19:56",Lilly Blaudszun,Grüße 🌟,,"4,0","4,0","8,809990529260181E-5",1949538354,18038283728595174,https://www.instagram.com/p/DGEGaWkNHP-/,SPD,Konkurrenz Pers,18038283728595174-1949538354,neutral,sonstiges,neutral,,
34,"14.02.25, 19:24",Erik Marquardt,"All jene, die nach schrecklichen Anschlägen wie in München rassistische Vorurteile schüren, sind die nützlichen Idioten des Islamismus. Warum? Erkläre ich in diesem Video. #münchen","1734,0","46,0","1780,0","0,014952454554618461",24257962,18046037975248513,https://www.instagram.com/reel/DGEChrltYP6/,Die Grünen,Konkurrenz Pers,18046037975248513-24257962,negative,sicherheit,anger,,
35,"14.02.25, 18:04",Luisa-Céline Gaffron,"…democracy dies in daylight.

berlinale Opening 2025 
📸 sarahwillmeroth","20103,0","258,0","20361,0","2,031427716252619",575848321,18042020147368890,https://www.instagram.com/p/DGD5o3lsq6o/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,18042020147368890-575848321,negative,events und aktionen,sadness,,
36,"14.02.25, 17:50",andie woerle,"🌍 Die Klimakrise verlangt entschlossenes Handeln. Deshalb sind wir heute, wie viele in Deutschland, für Klimaschutz und gegen Rechts auf die Straße gegangen. 🌍

💚 Es braucht Grün in der Regierung: Für ein Land, in dem das Leben bezahlbar ist und Klima und Natur geschützt werden. 💚

✊ Deshalb wird BÜNDNIS 90/DIE GRÜNEN ein Klimageld 💶 einführen, gute Öffis 🚎 fördern, sich für mehr Erneuerbare ⚡️engagieren, den Übergang zu emissionsfreien Antrieben fördern und sich für die effiziente Ressourcennutzung einsetzen.

#Klimastreik #bundestagswahl #Bundestagswahl2025 #Allgäu #Allgäuliebe #Kempten #klimawandel #klimastreik #fridaysforfuture #omasgegenrechts #esgibtkeinenplanetb","216,0","12,0","228,0","0,09620253164556962",1122643583,17864236374340396,https://www.instagram.com/p/DGD4CYpNh_A/,Keine Zugehörigkeit feststellbar,Konkurrenz Pers,17864236374340396-1122643583,positive,klimaschutz,neutral,,
37,"14.02.25, 17:50",Ricarda Lang,"Juhu! Nachdem es vorletzte Woche durch den Bundestag gekommen ist, wurde das Gewalthilfegesetz heute auch im Bundesrat beschlossen. Gestern habe ich mich noch mit @romy.stangl und dem Verein für Fraueninteressen München darüber ausgetauscht, was für ein Meilenstein für die Frauenbewegung das ist. Romy und ich haben uns vor ein paar Monaten bei einer Sendung von #hartarberfair mit @louisklamroth zum Thema Gewaltschutz kennen gelernt. Und seitdem stehen wir dazu in Kontakt. 

Die Zusammenarbeit mit Romy hat mir auch nochmal gezeigt, wie wichtig es ist, dass die Perspektive von Betroffenen in den Ksmpf gegen Gewalt mit einbezogen wird. Deshalb setzen wir @die_gruenen uns für einen Betroffenenrat auf Bundesebene ein!","1808,0","20,0","1828,0","0,014482190391684625",1999401021,17942404304959284,https://www.instagram.com/p/DGD3_VvtP9w/,Die Grünen,Konkurrenz Pers,17942404304959284-1999401021,positive,sozialpolitik,joy,,
38,"14.02.25, 17:42",Alexandra Geese,"Wenn Superreiche und Rechte gemeinsame Sache machen, leiden Millionen Menschen. 😡💰 

Musk hat gerade das US-Hilfsprogramm USAID zerstört – mit brutalen Folgen: In den ärmsten Ländern verlieren 11,7 Millionen Menschen Zugang zu Verhütung, Millionen Frauen werden ungewollt schwanger, Tausende sterben an unsicheren Abtreibungen. 💔 

Und warum? Weil ein einzelner Milliardär mit einem Vermögen größer als das gesamte USAID-Budget entscheidet, dass ihm Hilfe für die Ärmsten nicht in den Kram passt. Gleichzeitig kassiert er Milliarden an Steuergeldern für seine eigenen Unternehmen. 

Das ist der brutale Zynismus der Superreichen. Und währenddessen fordert die AfD genau dasselbe für Deutschland: Entwicklungshilfe streichen. ❌ 

Merkt euch diese Gier, wenn sie das nächste Mal von „Steuerverschwendung“ sprechen.
.
.
.
#Internationale#Security #Sicherheit #MSC #Trump #Vance #Munich #war #gaza #ukraine #redcross #elonmusk #usaid #health #unitednations #armut #kinder #children #peace #frieden #farright #afd #weidel #merz #bundestagwahl #tech #rechtsruck #klima #climate","265,0","11,0","276,0","0,037066881547139406",8297088434,18051895679140208,https://www.instagram.com/reel/DGD2uGvNdMC/,Die Grünen,Konkurrenz Pers,18051895679140208-8297088434,negative,außenpolitik,anger,,
